Mask ID,Cell ID,Z-plane,Z-span,Principal Plane,phox2b,ralyl,slc17a6,tenm2,ebf3,pcp4,slc32a1,tshz2,alcam,celf2,meis2,rph3a,robo1,slc5a7,syt1,zfhx3
250,MC_SC_17_s03L_250,4,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
251,MC_SC_17_s03L_251,4,3,2,5,12,0,8,9,7,0,0,10,1,1,0,5,0,0,5
252,MC_SC_17_s03L_252,4,4,2,63,34,0,31,2,25,0,13,1,9,17,2,13,0,20,37
253,MC_SC_17_s03L_253,4,2,2,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0
254,MC_SC_17_s03L_254,4,1,1,0,0,0,0,0,31,38,0,0,2,13,21,20,2,6,5
255,MC_SC_17_s03L_255,4,7,5,0,13,0,18,3,15,12,22,4,4,19,5,39,11,9,23
256,MC_SC_17_s03L_256,4,1,1,0,0,0,1,0,8,0,0,8,9,2,2,13,0,0,0
257,MC_SC_17_s03L_257,4,5,4,1,3,0,4,65,61,4,3,12,15,4,14,10,3,2,9
258,MC_SC_17_s03L_258,4,1,1,1,6,0,13,0,0,0,0,0,2,0,0,0,2,6,0
259,MC_SC_17_s03L_259,4,3,2,42,7,0,12,11,5,2,4,12,4,0,6,7,0,3,28
260,MC_SC_17_s03L_260,4,4,3,13,16,0,14,3,0,4,1,0,9,5,12,4,11,0,5
261,MC_SC_17_s03L_261,4,7,3,0,7,3,18,22,81,37,7,34,9,16,38,40,21,6,15
262,MC_SC_17_s03L_262,4,3,2,9,13,3,21,7,114,13,4,0,12,1,2,2,4,1,2
263,MC_SC_17_s03L_263,4,1,1,0,8,2,11,0,0,11,1,2,2,2,4,0,2,0,1
264,MC_SC_17_s03L_264,4,2,2,51,4,0,6,7,9,2,9,5,4,12,15,7,0,0,10
265,MC_SC_17_s03L_265,4,8,2,8,33,0,9,5,0,73,26,13,3,34,49,19,11,1,11
266,MC_SC_17_s03L_266,4,2,2,66,4,0,11,6,9,0,0,7,13,2,4,4,0,3,27
267,MC_SC_17_s03L_267,4,1,1,1,1,0,1,0,19,0,2,0,2,1,0,1,0,0,0
268,MC_SC_17_s03L_268,4,2,1,8,1,0,2,2,5,0,0,0,1,2,1,6,1,2,11
269,MC_SC_17_s03L_269,4,8,7,210,61,17,28,24,171,25,60,2,68,17,52,53,11,6,44
270,MC_SC_17_s03L_270,4,6,3,1,3,15,0,59,2,7,7,40,5,1,0,9,1,0,0
271,MC_SC_17_s03L_271,4,5,4,0,15,2,14,1,56,11,4,1,39,31,4,9,9,6,8
272,MC_SC_17_s03L_272,4,4,4,1,6,6,0,27,15,7,0,4,5,1,0,8,2,0,2
273,MC_SC_17_s03L_273,4,4,3,127,38,42,30,18,78,29,25,1,25,3,48,38,22,7,41
274,MC_SC_17_s03L_274,4,2,1,0,0,0,0,20,2,0,8,8,6,0,0,5,0,0,0
275,MC_SC_17_s03L_275,4,4,2,0,0,0,1,23,0,0,6,11,5,0,0,0,0,0,0
276,MC_SC_17_s03L_276,4,4,2,0,0,1,0,4,0,2,4,2,0,0,0,2,3,0,2
277,MC_SC_17_s03L_277,4,1,1,0,0,0,0,3,0,0,0,0,2,0,0,11,0,0,1
278,MC_SC_17_s03L_278,4,3,2,51,27,7,11,18,27,1,1,7,6,0,5,7,2,13,14
279,MC_SC_17_s03L_279,4,4,3,49,18,8,37,15,8,8,18,0,13,8,13,12,0,11,17
280,MC_SC_17_s03L_280,4,5,4,85,20,2,30,1,3,0,0,0,4,8,4,5,4,7,27
281,MC_SC_17_s03L_281,4,3,3,14,15,0,0,1,0,58,2,2,0,0,28,4,6,3,0
282,MC_SC_17_s03L_282,4,4,2,55,23,1,18,3,6,0,13,7,16,11,1,24,0,6,18
283,MC_SC_17_s03L_283,4,2,2,7,41,6,14,0,8,67,8,3,9,1,19,1,9,1,0
284,MC_SC_17_s03L_284,4,7,5,84,6,4,2,4,20,5,1,1,10,1,11,5,0,4,56
285,MC_SC_17_s03L_285,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
286,MC_SC_17_s03L_286,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
287,MC_SC_17_s03L_287,4,9,5,172,28,30,18,108,79,16,47,76,44,28,87,30,4,18,54
288,MC_SC_17_s03L_288,4,5,3,10,88,15,62,3,5,18,7,0,5,16,0,11,5,0,1
289,MC_SC_17_s03L_289,4,3,2,53,17,0,12,1,0,1,1,1,0,1,6,0,0,0,0
290,MC_SC_17_s03L_290,4,2,1,5,15,0,0,0,0,0,0,0,5,0,0,2,3,5,4
291,MC_SC_17_s03L_291,4,4,3,2,15,0,9,0,0,0,1,1,0,3,0,7,0,0,15
292,MC_SC_17_s03L_292,4,7,3,14,205,87,74,6,33,51,22,14,30,75,103,74,57,5,10
293,MC_SC_17_s03L_293,4,2,2,22,2,0,7,1,5,0,0,0,4,0,0,0,0,1,7
294,MC_SC_17_s03L_294,4,5,4,4,77,29,18,1,20,0,0,40,15,46,6,19,6,1,5
295,MC_SC_17_s03L_295,4,4,3,0,10,1,2,0,1,0,0,7,2,4,2,3,8,0,1
296,MC_SC_17_s03L_296,4,4,3,0,16,0,10,0,0,4,4,11,0,4,0,17,2,9,0
297,MC_SC_17_s03L_297,4,5,4,0,11,16,4,70,46,9,0,14,14,23,2,21,7,0,1
298,MC_SC_17_s03L_298,4,7,5,85,8,9,11,17,28,3,6,11,4,9,25,16,2,7,15
299,MC_SC_17_s03L_299,4,4,2,0,1,0,15,0,0,1,0,0,1,2,2,4,3,0,1
300,MC_SC_17_s03L_300,4,7,5,3,41,8,40,1,16,123,31,7,15,58,137,52,17,5,24
301,MC_SC_17_s03L_301,4,3,2,0,4,0,0,27,1,0,5,6,13,1,0,0,0,0,0
302,MC_SC_17_s03L_302,4,5,2,74,10,1,7,5,7,2,1,2,13,0,3,13,0,18,27
303,MC_SC_17_s03L_303,4,5,3,104,12,16,11,22,27,4,17,13,14,5,1,28,2,1,3
304,MC_SC_17_s03L_304,4,5,3,1,4,0,8,15,17,2,7,10,0,0,4,21,3,10,16
305,MC_SC_17_s03L_305,4,2,2,0,5,8,26,0,0,0,9,1,2,0,0,0,0,3,0
306,MC_SC_17_s03L_306,4,4,3,13,12,10,3,20,3,0,4,0,4,19,0,0,0,1,0
307,MC_SC_17_s03L_307,4,1,1,0,0,0,0,2,0,0,0,2,0,2,0,2,4,9,4
308,MC_SC_17_s03L_308,4,4,3,8,5,4,7,24,20,0,7,10,7,1,0,6,0,1,3
309,MC_SC_17_s03L_309,4,5,4,65,16,0,14,19,34,0,9,11,5,3,5,25,0,8,10
310,MC_SC_17_s03L_310,4,3,3,2,2,0,9,34,8,0,3,0,6,7,0,3,0,1,1
311,MC_SC_17_s03L_311,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,MC_SC_17_s03L_312,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,MC_SC_17_s03L_313,4,6,4,0,39,0,32,1,8,33,46,38,15,46,5,16,0,12,5
314,MC_SC_17_s03L_314,4,5,3,2,7,0,3,58,62,0,11,2,36,56,3,14,0,1,5
315,MC_SC_17_s03L_315,4,5,3,3,10,0,7,5,2,0,0,6,6,18,0,11,0,32,0
316,MC_SC_17_s03L_316,4,4,3,88,26,0,33,5,36,0,23,2,4,19,29,7,0,1,9
317,MC_SC_17_s03L_317,4,5,3,3,91,0,51,9,2,116,39,2,15,18,50,55,28,9,26
318,MC_SC_17_s03L_318,4,1,1,0,0,0,0,0,6,0,1,0,6,0,2,3,0,3,6
319,MC_SC_17_s03L_319,4,3,2,47,12,0,3,5,0,0,0,0,1,0,0,0,0,0,0
320,MC_SC_17_s03L_320,4,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,4,3
321,MC_SC_17_s03L_321,4,4,3,6,4,0,3,24,16,0,1,7,5,4,2,7,0,6,0
322,MC_SC_17_s03L_322,4,2,2,67,24,2,12,0,0,0,0,0,0,0,0,0,0,0,0
323,MC_SC_17_s03L_323,4,4,3,3,2,0,6,9,0,30,0,3,7,13,0,0,2,43,0
324,MC_SC_17_s03L_324,4,6,3,98,27,0,5,3,30,0,14,2,32,2,23,24,0,16,30
325,MC_SC_17_s03L_325,4,1,1,0,0,0,0,12,7,0,0,2,2,0,0,3,0,0,3
326,MC_SC_17_s03L_326,4,1,1,0,0,0,0,3,0,0,0,4,0,1,0,3,0,2,0
327,MC_SC_17_s03L_327,4,2,1,8,4,0,0,0,0,0,0,0,1,4,16,0,2,0,0
328,MC_SC_17_s03L_328,4,6,3,11,14,0,44,44,50,70,15,85,17,34,0,31,11,5,0
329,MC_SC_17_s03L_329,4,7,3,4,45,0,39,4,28,77,1,8,10,47,52,36,10,10,40
330,MC_SC_17_s03L_330,4,4,3,0,21,0,22,2,2,65,17,2,6,26,9,16,2,22,11
331,MC_SC_17_s03L_331,4,3,2,8,14,0,19,25,10,23,12,0,8,0,6,3,2,2,2
332,MC_SC_17_s03L_332,4,3,2,0,5,0,1,48,12,0,0,25,26,0,0,7,0,2,4
333,MC_SC_17_s03L_333,4,7,3,8,19,6,34,2,26,145,10,13,2,39,64,7,9,1,6
334,MC_SC_17_s03L_334,4,3,2,45,19,0,14,27,27,6,5,5,8,1,1,2,2,12,7
335,MC_SC_17_s03L_335,4,6,4,7,105,13,35,37,74,21,5,10,15,66,7,48,17,1,18
336,MC_SC_17_s03L_336,4,3,2,2,6,7,3,3,0,6,1,1,7,1,0,0,9,2,3
337,MC_SC_17_s03L_337,4,1,1,0,0,0,0,17,18,3,1,0,5,10,0,1,0,0,0
338,MC_SC_17_s03L_338,4,6,4,0,26,22,34,61,74,12,81,28,42,17,28,19,8,32,30
339,MC_SC_17_s03L_339,4,4,2,3,9,1,16,46,9,0,41,15,12,8,2,10,2,23,15
340,MC_SC_17_s03L_340,4,3,2,3,12,0,11,16,3,0,26,6,20,16,6,7,0,10,6
341,MC_SC_17_s03L_341,4,2,2,0,4,0,4,7,8,0,1,3,1,1,0,3,0,0,0
342,MC_SC_17_s03L_342,4,4,2,7,38,1,26,14,6,39,18,1,9,0,5,10,0,11,9
343,MC_SC_17_s03L_343,4,3,2,0,2,6,25,14,11,0,3,0,0,0,0,32,4,3,21
344,MC_SC_17_s03L_344,4,2,2,15,7,0,8,2,17,0,5,0,1,5,4,1,0,1,0
345,MC_SC_17_s03L_345,4,2,2,0,0,0,2,23,17,0,3,0,7,1,0,2,0,1,2
346,MC_SC_17_s03L_346,4,7,4,26,48,1,9,5,1,11,8,57,8,20,150,35,249,7,13
347,MC_SC_17_s03L_347,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,8
348,MC_SC_17_s03L_348,4,3,3,2,43,59,23,21,103,30,36,0,22,42,43,34,30,0,19
349,MC_SC_17_s03L_349,4,5,4,2,64,2,82,30,5,195,43,4,37,8,41,55,14,1,11
350,MC_SC_17_s03L_350,4,6,4,0,41,0,61,4,72,39,16,3,14,26,0,42,6,2,24
351,MC_SC_17_s03L_351,4,5,3,1,8,7,2,32,8,2,19,5,13,2,0,11,2,6,8
352,MC_SC_17_s03L_352,4,3,2,11,9,0,15,15,6,8,3,0,2,0,0,11,0,2,1
353,MC_SC_17_s03L_353,4,4,3,45,13,6,35,0,30,5,12,0,0,16,0,8,0,0,12
354,MC_SC_17_s03L_354,4,5,3,0,1,3,0,45,7,0,3,4,10,3,0,6,0,0,2
355,MC_SC_17_s03L_355,4,7,4,13,48,12,133,32,93,3,36,12,9,35,2,34,10,0,1
356,MC_SC_17_s03L_356,4,4,3,0,8,10,39,3,1,0,3,0,4,37,22,9,0,0,16
357,MC_SC_17_s03L_357,4,4,3,4,3,0,14,5,0,0,0,3,1,3,0,5,0,0,0
358,MC_SC_17_s03L_358,4,3,2,0,12,0,23,5,115,12,5,6,19,46,22,55,18,2,0
359,MC_SC_17_s03L_359,4,3,2,5,11,0,20,1,0,8,4,11,0,14,15,22,3,0,17
360,MC_SC_17_s03L_360,4,5,3,0,10,0,18,50,26,0,6,8,10,3,0,8,0,2,5
361,MC_SC_17_s03L_361,4,4,3,71,15,0,15,28,39,2,5,12,23,3,18,6,0,41,29
362,MC_SC_17_s03L_362,4,4,2,82,19,0,9,2,17,0,0,7,10,27,2,1,8,109,44
363,MC_SC_17_s03L_363,4,3,2,1,35,0,36,12,22,25,14,43,17,38,9,5,2,33,34
364,MC_SC_17_s03L_364,4,2,2,0,2,2,31,7,4,98,10,0,30,0,0,0,0,0,0
365,MC_SC_17_s03L_365,4,8,4,95,33,0,129,3,12,7,24,125,21,41,97,37,160,4,7
366,MC_SC_17_s03L_366,4,9,3,0,27,0,63,4,225,145,34,6,44,87,153,63,19,19,8
367,MC_SC_17_s03L_367,4,5,3,58,82,1,36,3,11,0,7,27,9,1,48,15,85,7,14
368,MC_SC_17_s03L_368,4,8,4,159,43,2,118,18,15,8,36,12,10,17,28,56,107,21,13
369,MC_SC_17_s03L_369,4,2,2,0,0,2,8,5,1,32,5,1,7,0,0,0,0,0,0
370,MC_SC_17_s03L_370,4,9,6,308,148,0,157,19,23,4,49,72,61,32,335,123,338,21,15
371,MC_SC_17_s03L_371,4,2,2,0,6,11,32,29,52,17,8,8,27,0,2,0,0,0,0
372,MC_SC_17_s03L_372,4,8,5,73,72,11,217,27,27,57,37,197,58,102,343,30,372,31,27
373,MC_SC_17_s03L_373,4,5,4,114,44,0,14,3,45,6,23,25,13,24,82,20,225,15,38
374,MC_SC_17_s03L_374,4,3,3,0,9,0,39,3,1,39,2,26,0,0,17,8,1,0,8
375,MC_SC_17_s03L_375,4,2,2,0,5,16,21,9,89,15,5,9,10,0,0,0,0,0,0
376,MC_SC_17_s03L_376,4,2,2,3,11,9,4,17,52,14,35,26,11,10,30,0,0,1,0
377,MC_SC_17_s03L_377,4,5,4,81,66,4,24,3,2,6,29,14,8,48,103,6,254,2,26
378,MC_SC_17_s03L_378,4,5,4,95,69,0,8,16,42,31,28,61,16,34,150,32,262,17,35
379,MC_SC_17_s03L_379,4,4,4,1,24,4,61,8,2,201,14,18,21,20,103,32,51,15,11
380,MC_SC_17_s03L_380,4,5,4,100,61,1,16,0,0,0,2,0,11,0,0,0,1,0,0
381,MC_SC_17_s03L_381,4,9,6,187,67,1,9,7,3,13,60,123,24,46,117,78,310,18,22
382,MC_SC_17_s03L_382,4,10,7,0,38,7,120,8,23,33,29,142,22,35,171,54,185,36,24
383,MC_SC_17_s03L_383,4,7,4,12,32,2,112,5,7,3,8,67,6,21,60,5,92,0,9
384,MC_SC_17_s03L_384,4,3,3,8,16,0,33,1,0,2,7,17,1,3,15,9,25,0,2
385,MC_SC_17_s03L_385,4,7,4,87,67,2,67,15,6,5,20,62,28,65,168,26,285,48,47
386,MC_SC_17_s03L_386,4,7,3,73,78,0,123,10,5,6,14,136,12,34,58,19,184,48,15
387,MC_SC_17_s03L_387,4,7,3,84,71,0,86,1,2,3,7,63,26,48,37,5,152,24,26
388,MC_SC_17_s03L_388,4,5,3,0,12,0,66,43,8,114,15,2,16,0,0,10,1,7,6
389,MC_SC_17_s03L_389,4,10,4,224,61,2,17,16,0,0,49,13,16,43,19,205,317,59,36
390,MC_SC_17_s03L_390,4,7,4,69,34,2,215,11,4,2,11,39,13,66,15,11,120,36,21
391,MC_SC_17_s03L_391,4,8,4,54,14,0,128,4,3,4,12,52,17,39,89,28,15,2,22
392,MC_SC_17_s03L_392,4,5,4,50,19,0,84,1,18,0,2,19,5,9,14,1,48,5,10
393,MC_SC_17_s03L_393,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,MC_SC_17_s03L_394,4,8,4,102,50,0,133,24,9,6,37,169,26,120,52,41,50,26,29
395,MC_SC_17_s03L_395,4,9,6,0,73,3,321,15,350,254,79,8,24,172,19,105,9,39,90
396,MC_SC_17_s03L_396,4,5,4,69,29,0,60,0,0,0,0,0,1,0,0,0,0,1,0
397,MC_SC_17_s03L_397,4,17,13,96,83,1,188,10,38,38,22,22,33,44,208,41,41,25,21
398,MC_SC_17_s03L_398,4,9,7,79,45,3,114,5,6,22,14,35,27,37,167,16,32,32,15
399,MC_SC_17_s03L_399,4,8,5,62,35,0,67,9,23,13,30,100,23,44,166,21,30,7,21
400,MC_SC_17_s03L_400,4,8,5,126,61,0,83,24,13,18,52,51,22,75,118,58,165,4,23
401,MC_SC_17_s03L_401,4,7,4,110,41,0,107,10,8,9,23,49,23,62,122,59,120,15,20
402,MC_SC_17_s03L_402,4,5,4,57,29,2,26,1,23,14,18,27,3,64,126,2,147,12,1
403,MC_SC_17_s03L_403,4,6,3,62,45,0,42,1,8,17,10,25,19,49,75,0,0,0,0
404,MC_SC_17_s03L_404,4,11,7,126,69,3,27,27,8,21,26,8,40,89,169,135,180,73,38
405,MC_SC_17_s03L_405,4,6,4,34,44,0,48,5,9,12,5,13,9,15,85,0,9,0,2
406,MC_SC_17_s03L_406,4,5,4,42,7,0,54,0,0,0,5,16,3,5,21,16,0,0,0
407,MC_SC_17_s03L_407,5,3,2,1,2,0,7,13,2,67,3,0,2,2,12,1,0,0,0
408,MC_SC_17_s03L_408,5,3,2,1,3,0,22,23,0,21,0,7,8,3,2,0,3,0,0
409,MC_SC_17_s03L_409,5,12,7,0,7,0,87,3,2,104,9,2,3,60,43,11,6,46,0
410,MC_SC_17_s03L_410,5,1,1,40,2,10,21,0,3,1,0,1,0,5,0,0,24,0,0
411,MC_SC_17_s03L_411,5,1,1,0,0,0,10,6,2,0,1,0,0,0,0,0,0,7,0
412,MC_SC_17_s03L_412,5,3,2,1,4,0,18,3,0,64,7,11,3,13,0,0,5,0,0
413,MC_SC_17_s03L_413,5,9,7,0,1,0,39,104,1,106,75,21,22,29,41,3,2,51,3
414,MC_SC_17_s03L_414,5,3,2,0,8,0,15,7,1,59,2,1,8,3,16,0,0,3,1
415,MC_SC_17_s03L_415,5,4,3,59,5,30,58,2,50,55,44,3,23,40,15,2,0,3,2
416,MC_SC_17_s03L_416,5,3,2,45,2,0,44,0,25,3,11,0,22,27,13,17,1,3,27
417,MC_SC_17_s03L_417,5,3,1,26,1,4,5,0,8,1,3,0,0,0,0,2,0,0,0
418,MC_SC_17_s03L_418,5,9,3,58,3,0,7,6,21,0,2,2,7,23,18,24,4,3,15
419,MC_SC_17_s03L_419,5,9,4,0,5,39,109,2,74,21,5,1,22,52,77,3,1,40,21
420,MC_SC_17_s03L_420,5,10,3,1,5,0,22,3,72,39,0,0,30,19,6,0,13,82,3
421,MC_SC_17_s03L_421,5,6,4,0,1,2,76,1,0,114,8,48,13,70,23,29,38,10,24
422,MC_SC_17_s03L_422,5,4,3,9,9,25,75,17,17,8,8,26,14,50,57,3,5,18,3
423,MC_SC_17_s03L_423,5,1,1,0,1,0,1,9,3,30,7,0,4,4,3,0,0,12,0
424,MC_SC_17_s03L_424,5,10,5,0,7,1,26,50,3,134,38,4,6,37,62,2,0,34,1
425,MC_SC_17_s03L_425,5,4,2,3,2,0,61,0,0,113,20,11,10,9,11,1,0,16,11
426,MC_SC_17_s03L_426,5,5,4,0,6,0,40,21,2,44,6,0,15,3,10,2,0,19,0
427,MC_SC_17_s03L_427,5,5,3,1,1,0,18,50,28,35,0,11,8,37,9,12,0,9,2
428,MC_SC_17_s03L_428,5,3,2,25,4,2,12,4,16,9,1,0,2,11,9,4,16,1,2
429,MC_SC_17_s03L_429,5,5,4,0,1,0,93,1,1,33,16,25,8,50,5,4,10,21,12
430,MC_SC_17_s03L_430,5,3,2,2,11,2,33,20,1,40,7,2,9,4,13,1,1,19,0
431,MC_SC_17_s03L_431,5,3,2,1,5,7,106,2,4,98,29,15,10,31,0,0,0,3,6
432,MC_SC_17_s03L_432,5,4,3,0,25,0,66,1,0,59,0,4,26,12,5,30,16,110,4
433,MC_SC_17_s03L_433,5,3,2,0,5,0,8,4,0,24,0,1,0,2,16,0,0,0,0
434,MC_SC_17_s03L_434,5,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2
435,MC_SC_17_s03L_435,5,3,2,0,9,8,38,0,1,24,0,0,13,1,0,3,21,7,5
436,MC_SC_17_s03L_436,5,5,5,1,3,0,16,31,63,56,0,18,8,26,10,0,3,6,0
437,MC_SC_17_s03L_437,5,6,4,0,17,17,59,2,24,19,0,9,11,41,2,4,10,139,6
438,MC_SC_17_s03L_438,5,5,3,10,9,37,74,7,71,32,5,3,18,8,33,10,0,11,1
439,MC_SC_17_s03L_439,5,7,7,24,8,8,13,0,15,5,4,2,0,6,5,1,0,0,0
440,MC_SC_17_s03L_440,5,3,2,2,3,0,23,4,1,38,0,1,2,2,0,2,0,0,0
441,MC_SC_17_s03L_441,5,3,2,1,6,0,24,1,0,33,0,4,3,4,0,9,2,17,1
442,MC_SC_17_s03L_442,5,5,4,165,7,38,83,0,8,40,21,50,17,29,25,0,31,1,0
443,MC_SC_17_s03L_443,5,2,1,0,0,0,4,10,0,10,1,1,8,0,1,6,0,15,0
444,MC_SC_17_s03L_444,5,14,5,0,7,37,36,0,203,55,5,2,32,62,4,3,18,105,10
445,MC_SC_17_s03L_445,5,13,4,0,6,2,43,3,2,133,4,3,7,23,23,23,9,9,0
446,MC_SC_17_s03L_446,5,1,1,0,7,0,3,5,14,10,1,6,1,2,6,2,0,0,0
447,MC_SC_17_s03L_447,5,1,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,29,0
448,MC_SC_17_s03L_448,5,5,3,7,4,26,79,0,104,0,15,2,28,6,29,16,0,32,14
449,MC_SC_17_s03L_449,5,8,6,0,12,0,50,0,2,213,27,26,15,33,69,7,0,53,0
450,MC_SC_17_s03L_450,5,2,2,0,0,0,2,0,0,3,0,0,0,0,2,0,0,0,0
451,MC_SC_17_s03L_451,5,6,4,1,6,35,61,3,36,3,0,5,15,33,5,23,6,71,48
452,MC_SC_17_s03L_452,5,1,1,1,2,0,16,17,0,14,8,1,0,0,0,0,0,2,1
453,MC_SC_17_s03L_453,5,3,2,1,2,0,36,9,0,0,14,5,11,39,14,16,0,0,2
454,MC_SC_17_s03L_454,5,6,5,0,10,0,69,1,1,124,31,26,39,67,93,5,14,121,0
455,MC_SC_17_s03L_455,5,2,2,1,6,8,34,1,2,23,0,0,1,2,3,0,0,1,2
456,MC_SC_17_s03L_456,5,2,2,0,1,0,18,0,0,34,1,9,1,13,4,0,0,0,0
457,MC_SC_17_s03L_457,5,5,3,3,25,0,74,5,1,71,19,18,11,22,42,10,9,75,5
458,MC_SC_17_s03L_458,5,5,3,0,9,2,45,27,0,69,8,2,7,10,17,3,2,25,0
459,MC_SC_17_s03L_459,5,3,2,0,0,0,24,3,0,2,3,3,7,9,4,4,2,22,0
460,MC_SC_17_s03L_460,5,4,3,102,23,82,88,10,80,23,35,0,10,24,52,48,1,1,22
461,MC_SC_17_s03L_461,5,9,7,0,14,1,55,0,1,255,31,34,15,29,49,6,6,54,3
462,MC_SC_17_s03L_462,5,2,1,0,2,0,17,4,0,27,2,0,5,0,2,1,0,0,0
463,MC_SC_17_s03L_463,5,2,1,6,0,2,18,1,0,0,3,2,1,8,8,2,0,0,3
464,MC_SC_17_s03L_464,5,6,5,66,26,3,24,18,4,34,0,0,7,8,42,9,9,0,7
465,MC_SC_17_s03L_465,5,2,1,3,7,0,102,4,26,2,0,7,2,23,22,11,2,69,25
466,MC_SC_17_s03L_466,5,6,5,1,7,0,27,13,0,52,3,9,6,27,6,1,0,34,0
467,MC_SC_17_s03L_467,5,5,4,0,24,1,72,40,0,109,14,2,13,14,39,4,0,40,0
468,MC_SC_17_s03L_468,5,1,1,0,0,0,13,0,0,0,1,1,1,2,0,0,0,1,1
469,MC_SC_17_s03L_469,5,3,3,0,8,0,12,7,0,49,0,0,4,3,16,1,0,12,0
470,MC_SC_17_s03L_470,5,5,3,1,24,1,56,57,195,161,5,35,43,120,77,1,10,3,0
471,MC_SC_17_s03L_471,5,4,3,3,7,7,48,1,0,45,4,10,4,3,2,8,0,27,2
472,MC_SC_17_s03L_472,5,13,5,2,28,1,57,0,0,77,6,14,13,26,22,1,0,35,0
473,MC_SC_17_s03L_473,5,3,2,1,1,0,17,3,5,15,6,8,3,13,0,4,0,0,2
474,MC_SC_17_s03L_474,5,3,2,8,15,2,38,10,0,58,3,0,4,2,9,1,0,9,2
475,MC_SC_17_s03L_475,5,3,2,5,25,35,79,1,10,0,0,2,25,19,11,5,0,9,16
476,MC_SC_17_s03L_476,5,3,2,24,12,1,38,5,8,0,4,1,5,3,0,22,1,6,4
477,MC_SC_17_s03L_477,5,5,3,10,62,20,150,3,5,216,47,37,42,40,77,9,0,70,2
478,MC_SC_17_s03L_478,5,6,3,109,19,57,101,12,44,41,26,0,5,5,25,33,13,3,10
479,MC_SC_17_s03L_479,5,2,1,0,0,0,4,6,0,3,1,1,2,1,0,0,0,0,0
480,MC_SC_17_s03L_480,5,7,5,3,15,0,39,1,1,62,4,12,10,21,20,6,3,50,0
481,MC_SC_17_s03L_481,5,6,4,73,21,13,58,11,55,30,7,15,17,46,48,40,28,4,14
482,MC_SC_17_s03L_482,5,1,1,0,3,0,3,0,0,0,2,4,3,2,0,4,0,8,1
483,MC_SC_17_s03L_483,5,6,6,83,20,24,57,2,26,5,42,11,11,8,14,22,0,1,1
484,MC_SC_17_s03L_484,5,1,1,0,0,0,2,0,0,0,0,0,4,3,0,0,0,2,11
485,MC_SC_17_s03L_485,5,7,6,1,7,27,47,2,90,11,10,3,5,2,62,14,16,0,11
486,MC_SC_17_s03L_486,5,3,2,1,26,4,97,0,0,155,21,20,8,28,42,15,10,27,7
487,MC_SC_17_s03L_487,5,6,5,1,16,101,111,11,38,36,2,2,23,56,46,40,16,5,41
488,MC_SC_17_s03L_488,5,3,2,0,10,0,40,38,0,49,1,9,10,26,0,4,0,0,2
489,MC_SC_17_s03L_489,5,2,1,0,0,0,0,0,3,14,0,0,6,2,0,4,0,10,0
490,MC_SC_17_s03L_490,5,7,5,1,29,2,77,0,2,123,9,15,18,30,45,3,0,83,5
491,MC_SC_17_s03L_491,5,3,2,71,19,17,85,0,18,2,24,11,3,1,6,16,0,3,4
492,MC_SC_17_s03L_492,5,8,6,0,10,0,63,2,1,102,5,13,4,20,1,16,11,2,4
493,MC_SC_17_s03L_493,5,3,2,6,8,5,51,19,0,56,3,0,2,0,15,0,0,6,0
494,MC_SC_17_s03L_494,5,6,4,5,18,12,42,1,7,18,0,0,20,15,0,1,2,80,1
495,MC_SC_17_s03L_495,5,3,2,5,10,3,30,6,0,3,0,0,5,2,0,0,0,6,0
496,MC_SC_17_s03L_496,5,1,1,13,3,0,11,0,0,0,1,0,4,3,0,1,0,0,1
497,MC_SC_17_s03L_497,5,2,2,6,15,0,60,0,14,0,0,0,72,39,0,2,0,138,8
498,MC_SC_17_s03L_498,5,3,2,0,4,1,33,4,0,38,2,21,9,24,2,5,1,46,18
499,MC_SC_17_s03L_499,5,3,2,114,47,33,114,4,64,10,35,1,14,1,5,23,0,1,5
500,MC_SC_17_s03L_500,5,5,4,0,8,44,115,2,11,29,0,1,15,24,72,11,6,9,31
501,MC_SC_17_s03L_501,5,1,1,0,5,0,4,3,1,0,0,0,5,16,0,0,0,51,0
502,MC_SC_17_s03L_502,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1
503,MC_SC_17_s03L_503,5,4,3,3,10,1,65,0,81,4,8,16,19,0,26,32,10,3,14
504,MC_SC_17_s03L_504,5,4,3,8,12,17,75,16,9,5,0,1,8,8,7,10,0,3,22
505,MC_SC_17_s03L_505,5,7,3,0,3,0,110,0,12,80,0,17,23,1,23,26,16,78,12
506,MC_SC_17_s03L_506,5,5,3,2,19,52,63,15,37,12,10,3,20,14,9,7,4,37,3
